px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
8.16751	-6.20392	-2.598	-2.68638	-0.268658	8.12355	-6.14389	8.15	-6.15	2.00048	2.00048	0.297949
8.28887	-6.13074	-2.58474	-2.68613	-0.245869	8.31423	-6.05705	8.3	-6.05	2.72702	1.81801	0.401621
8.42704	-6.04519	-2.61712	-2.68782	-0.233562	8.45315	-5.97158	8.45	-5.95	2.727	1.818	0.361183
8.52966	-5.97319	-2.58694	-2.67528	-0.196329	8.53167	-5.90349	8.55	-5.9	2.00127	1.00064	1.03138
8.64769	-5.89703	-2.60477	-2.6746	-0.185849	8.64207	-5.83392	8.65	-5.85	2.00128	1.00064	0.229902
8.77819	-5.84301	-2.63303	-2.69614	-0.205165	8.88764	-5.82241	8.8	-5.75	2.99963	1.99976	0.46836
8.91017	-5.75273	-2.67696	-2.68858	-0.186974	8.94256	-5.64534	8.95	-5.65	2.99961	1.99974	0.740969
9.00884	-5.66949	-2.62121	-2.65403	-0.117057	9.21669	-5.64514	9.05	-5.55	1.99699	1.997	4.44275
9.13524	-5.57128	-2.66408	-2.63965	-0.0966946	9.15342	-5.45253	9.15	-5.45	1.997	1.99701	0.845382
9.23247	-5.46754	-2.60705	-2.59441	-0.0216414	9.16723	-5.29709	9.25	-5.35	1.8166	1.81659	4.15334
9.3593	-5.35573	-2.64305	-2.57414	-0.000516289	9.34852	-5.23619	9.35	-5.25	1.8166	1.81659	0.83572
9.45562	-5.2486	-2.60151	-2.53113	0.0626129	9.39027	-5.1041	9.45	-5.15	1.8222	1.82219	2.7395
9.5711	-5.13851	-2.62413	-2.51075	0.0789178	9.54207	-5.04728	9.55	-5.05	1.82219	1.82219	0.522471
9.68409	-5.06682	-2.64013	-2.52025	0.0570289	9.62802	-5.02338	9.65	-5	1.99604	0.998028	0.443716
9.78582	-4.97973	-2.64226	-2.51022	0.0637392	9.75	-4.94288	9.75	-4.95	1.99605	0.998028	0.14229
9.87584	-4.87286	-2.59395	-2.46613	0.126083	9.88102	-4.86216	9.85	-4.85	1.81895	1.81894	2.80866
9.98016	-4.77949	-2.58974	-2.45523	0.129752	9.94502	-4.76247	9.95	-4.75	1.81894	1.81894	0.0805722
10.0611	-4.66471	-2.54398	-2.403	0.198321	10.0747	-4.62454	10.05	-4.6	1.81966	2.72951	3.24268
10.1629	-4.54167	-2.57111	-2.376	0.213481	10.1384	-4.4533	10.15	-4.45	1.81965	2.72948	0.486165
10.2542	-4.43205	-2.56439	-2.3497	0.233159	10.1743	-4.32841	10.25	-4.35	1.81908	1.81907	0.361205
10.3538	-4.31325	-2.58485	-2.32771	0.24171	10.3492	-4.25956	10.35	-4.25	1.81908	1.81907	0.171486
10.4405	-4.21066	-2.58629	-2.30548	0.257344	10.56	-4.15868	10.45	-4.1	2.00061	3.0009	0.327531
10.5351	-4.07552	-2.63879	-2.27568	0.272983	10.5557	-3.96034	10.55	-3.95	2.0006	3.0009	0.814813
10.6483	-3.98469	-2.67723	-2.29639	0.219794	10.7738	-3.89129	10.65	-3.85	1.99963	1.99964	2.06214
10.7401	-3.85084	-2.71943	-2.27026	0.233702	10.7394	-3.74821	10.75	-3.75	1.99962	1.99962	0.619899
10.7696	-3.7058	-2.66008	-2.17252	0.364221	10.7674	-3.58281	10.8	-3.6	0.999844	2.99952	10.5065
10.8496	-3.5561	-2.71353	-2.13792	0.379263	10.8596	-3.4348	10.85	-3.45	0.999834	2.99949	0.873831
10.9566	-3.46049	-2.74324	-2.17148	0.296998	10.9601	-3.36033	10.95	-3.35	2.00065	2.00064	4.30385
11.0376	-3.32351	-2.77701	-2.14816	0.304619	11.0504	-3.25128	11.05	-3.25	2.00064	2.00064	0.316897
11.0697	-3.17905	-2.74716	-2.07177	0.397172	11.0282	-3.07488	11.1	-3.1	0.998546	2.99563	5.18936
11.1398	-3.03003	-2.78834	-2.04265	0.405453	11.1569	-2.944	11.15	-2.95	0.998526	2.9956	0.452555
11.1398	-2.85014	-2.75995	-1.92104	0.558154	11.1386	-2.78926	11.15	-2.8	0	2.73104	13.5554
11.1825	-2.69397	-2.77246	-1.88223	0.565516	11.141	-2.65084	11.15	-2.65	0	2.73102	0.19727
11.1899	-2.52746	-2.77203	-1.80052	0.64286	11.1042	-2.54354	11.15	-2.55	0	1.81785	3.28258
11.2094	-2.39909	-2.73375	-1.76531	0.643562	11.1497	-2.45904	11.15	-2.45	0	1.81785	0.405594
11.3016	-2.30654	-2.70434	-1.83639	0.480277	11.1658	-2.25651	11.25	-2.25	1.99733	3.99465	15.9682
11.3406	-2.14572	-2.7521	-1.80724	0.483633	11.3591	-2.05184	11.35	-2.05	1.99733	3.99465	0.536017
11.3521	-1.98824	-2.75315	-1.75256	0.526308	11.3117	-1.92025	11.35	-1.95	0	1.81854	1.06079
11.3727	-1.84604	-2.74018	-1.72265	0.527497	11.3504	-1.8663	11.35	-1.85	0	1.81853	0.0510019
11.3872	-1.69504	-2.74086	-1.68488	0.541801	11.4185	-1.70062	11.35	-1.7	0	2.72762	0.13868
11.3948	-1.54237	-2.74214	-1.65053	0.545947	11.3568	-1.53205	11.35	-1.55	0	2.72762	0.0824448
11.3339	-1.37508	-2.75336	-1.53328	0.682179	11.2541	-1.38373	11.3	-1.4	-0.908846	2.72653	10.2782
11.3116	-1.22913	-2.74095	-1.48864	0.688974	11.2429	-1.24238	11.25	-1.25	-0.908846	2.72653	0.262626
11.2123	-1.05507	-2.79983	-1.34775	0.849972	11.0754	-1.08747	11.15	-1.1	-1.82014	2.73021	14.4667
11.1548	-0.911889	-2.78731	-1.28979	0.860718	11.0544	-0.927069	11.05	-0.949999	-1.82013	2.73021	0.551618
11.0833	-0.771144	-2.8189	-1.21404	0.910197	10.9247	-0.791254	11	-0.799999	-1.00036	3.00107	1.6128
11.017	-0.640953	-2.81795	-1.16026	0.917808	10.9434	-0.640459	10.95	-0.65	-1.00035	3.00104	0.287633
10.897	-0.49527	-2.91124	-1.04612	1.0241	10.7146	-0.485949	10.85	-0.5	-2.00003	3.00006	7.69335
10.8094	-0.369782	-2.91562	-0.988358	1.02985	10.7471	-0.362528	10.75	-0.35	-2.00002	3.00003	0.207574
10.7147	-0.241927	-2.91343	-0.928526	1.03441	10.6895	-0.304531	10.65	-0.3	-1.81779	0.908892	0.0545139
10.6031	-0.152702	-2.86239	-0.856549	1.05215	10.547	-0.266677	10.55	-0.25	-1.81778	0.908893	0.931214
10.4558	-0.0410611	-2.98375	-0.748925	1.14194	10.5032	-0.154501	10.4	-0.15	-3.00061	2.00041	7.90438
10.328	0.0315421	-2.95501	-0.675076	1.16008	10.2485	-0.0475524	10.25	-0.0499992	-3.0006	2.00041	0.705755
10.2308	0.101297	-2.86346	-0.632303	1.13093	10.1407	-0.0721585	10.15	-0.0499992	-1.99645	0	2.40754
10.0979	0.126142	-2.79871	-0.544943	1.16604	10.0313	-0.0518611	10.05	-0.0499992	-1.99644	0	2.09761
9.95975	0.191628	-2.81261	-0.470647	1.18278	10.0898	-0.00166396	9.9	9.49949e-07	-2.73175	0.910584	0.934672
9.80669	0.204816	-2.76345	-0.373372	1.21888	9.74695	0.0464954	9.75	0.0500011	-2.73174	0.910584	1.67708
9.6498	0.247595	-2.84015	-0.293908	1.24585	9.50401	0.0833188	9.6	0.100001	-2.99544	0.998471	2.21472
9.50324	0.250982	-2.81735	-0.208333	1.27117	9.45825	0.149456	9.45	0.15	-2.99545	0.998471	0.718883
9.3853	0.244335	-2.62982	-0.134073	1.26546	9.22819	0.16178	9.35	0.15	-1.81963	0	7.50845
9.24122	0.229165	-2.60897	-0.0449674	1.28731	9.24456	0.139817	9.25	0.15	-1.81962	0	0.472664
9.09409	0.240651	-2.68547	0.0164003	1.28584	9.0729	0.205961	9.1	0.2	-3.00059	1.0002	1.20305
8.96088	0.23832	-2.68683	0.0776677	1.28259	8.96281	0.250937	8.95	0.25	-3.0006	1.0002	0.0095794
8.81823	0.234757	-2.73484	0.133663	1.27406	8.84168	0.257617	8.8	0.25	-2.99995	0	0.534465
8.67999	0.220157	-2.74168	0.192068	1.26791	8.65606	0.24536	8.65	0.25	-2.99994	0	0.0664829
8.5351	0.201257	-2.77998	0.245892	1.25638	8.43549	0.247188	8.5	0.25	-2.99323	0	0.43206
8.39348	0.184196	-2.79075	0.293318	1.23903	8.34184	0.250769	8.35	0.25	-2.9932	0	0.396119
8.25087	0.144923	-2.7839	0.354145	1.23176	8.27073	0.243988	8.2	0.25	-2.73233	0	0.184188
8.10012	0.130311	-2.7866	0.388674	1.19634	8.03847	0.260731	8.05	0.25	-2.73234	0	1.20145
7.95874	0.101884	-2.8358	0.419544	1.16183	7.98053	0.204587	7.9	0.2	-3.00234	-1.00078	1.25143
7.81759	0.0669896	-2.84277	0.456527	1.13903	7.73327	0.149199	7.75	0.15	-3.00231	-1.00077	0.765219
7.65486	0.0438645	-2.9375	0.463065	1.07553	7.46173	0.143776	7.6	0.15	-2.99599	0	4.2953
7.51564	0.0170879	-2.92491	0.484927	1.04228	7.45455	0.149294	7.45	0.15	-2.99596	0	1.21848
7.40944	-0.071483	-2.81421	0.571137	1.08604	7.37986	0.0951006	7.35	0.100001	-1.81801	-0.908998	4.82561
7.28026	-0.106297	-2.7776	0.594157	1.0489	7.26713	0.055036	7.25	0.0500011	-1.81801	-0.908998	1.54296
7.13345	-0.148583	-2.82915	0.598477	0.979492	7.32548	-0.0461763	7.1	-0.0499995	-2.72495	-1.81664	4.10484
6.99621	-0.214037	-2.82069	0.632645	0.959192	6.93127	-0.133333	6.95	-0.15	-2.72492	-1.81662	0.601762
6.94426	-0.354764	-2.66513	0.768127	1.07798	7.09668	-0.264116	6.9	-0.25	-0.910634	-1.82126	13.2917
6.84358	-0.431907	-2.63631	0.810561	1.06157	6.84796	-0.34284	6.85	-0.35	-0.910622	-1.82124	0.462431
6.68165	-0.446771	-2.73626	0.740256	0.886255	6.64638	-0.45061	6.7	-0.45	-2.99641	-1.99759	19.0514
6.57752	-0.540473	-2.74124	0.782326	0.883793	6.54772	-0.536719	6.55	-0.549999	-2.99637	-1.99757	0.0473622
6.51701	-0.694862	-2.685	0.90148	0.985011	6.50462	-0.718	6.5	-0.7	-0.909955	-2.72986	6.43407
6.43272	-0.821114	-2.69128	0.961536	0.990853	6.45451	-0.851695	6.45	-0.85	-0.909955	-2.72986	0.0775354
6.39109	-0.974775	-2.6831	1.07095	1.0773	6.42547	-0.999512	6.4	-1	-0.999224	-2.99766	3.66169
6.33358	-1.10773	-2.69835	1.13289	1.08477	6.3554	-1.1624	6.35	-1.15	-0.99921	-2.99763	0.190326
6.26732	-1.24896	-2.71275	1.19038	1.08089	6.14523	-1.27904	6.3	-1.3	-0.908722	-2.72618	0.247963
6.2178	-1.40134	-2.72979	1.25556	1.0857	6.2299	-1.45381	6.25	-1.45	-0.908718	-2.72616	0.158634
6.25242	-1.63188	-2.81141	1.45022	1.28773	6.37158	-1.60661	6.3	-1.6	0.910485	-2.73144	19.4602
6.25707	-1.77794	-2.78778	1.52811	1.29608	6.34473	-1.75136	6.35	-1.75	0.910481	-2.73144	0.450884
6.26105	-1.91345	-2.77903	1.59565	1.29993	6.34	-1.88987	6.35	-1.9	0	-2.99515	0.115332
6.284	-2.04855	-2.76569	1.66873	1.30864	6.35828	-2.03886	6.35	-2.05	0	-2.99515	0.300479
6.29605	-2.18025	-2.71166	1.71975	1.27331	6.45002	-2.23466	6.35	-2.2	0	-2.72856	1.48104
6.3259	-2.32868	-2.71439	1.79148	1.27471	6.34057	-2.34076	6.35	-2.35	0	-2.72854	0.0189492
6.37874	-2.48985	-2.76226	1.87945	1.30083	6.4979	-2.56206	6.4	-2.5	0.908227	-2.7247	0.84957
6.43347	-2.63532	-2.76621	1.95312	1.30242	6.45265	-2.65056	6.45	-2.65	0.908223	-2.72467	0.0314692
6.4465	-2.72507	-2.55628	1.96721	1.20721	6.46538	-2.81029	6.45	-2.8	0	-2.72732	12.9145
6.49369	-2.86988	-2.58281	2.0232	1.19423	6.45762	-2.94003	6.45	-2.95	0	-2.7273	0.348027
6.5533	-3.01813	-2.64268	2.08457	1.19407	6.36717	-3.08903	6.5	-3.15	0.909078	-3.6363	1.16802
6.60624	-3.18198	-2.69767	2.12482	1.16335	6.54349	-3.33906	6.55	-3.35	0.90907	-3.63626	1.61238
6.66649	-3.31421	-2.66538	2.16611	1.13059	6.6454	-3.53435	6.6	-3.5	0.910038	-2.7301	1.83031
6.72479	-3.48302	-2.72617	2.19334	1.08987	6.65608	-3.67065	6.65	-3.65	0.910033	-2.7301	2.27777
6.7846	-3.6067	-2.65832	2.22474	1.04929	6.70981	-3.81998	6.7	-3.8	0.908095	-2.7243	2.94126
6.84099	-3.77467	-2.7119	2.23846	1.00014	6.74422	-3.95901	6.75	-3.95	0.908091	-2.72428	2.52729
6.89353	-3.88709	-2.60287	2.25994	0.953697	6.72525	-4.05329	6.8	-4.1	0.910949	-2.73284	4.59712
6.94603	-4.05668	-2.6542	2.26028	0.897052	6.83817	-4.25449	6.85	-4.25	0.910945	-2.73284	2.99666
6.9849	-4.14863	-2.50526	2.27091	0.847824	6.86491	-4.32753	6.9	-4.35	0.999834	-1.99968	7.07889
7.03489	-4.29271	-2.54219	2.27058	0.802002	6.94879	-4.45387	6.95	-4.45	0.999829	-1.99966	1.96749
7.12824	-4.42443	-2.66498	2.30527	0.804209	6.99339	-4.57763	7.05	-4.6	1.99653	-2.99479	3.85961
7.19317	-4.57705	-2.70851	2.30283	0.758207	7.14339	-4.76622	7.15	-4.75	1.99653	-2.99479	2.22593
7.2515	-4.67236	-2.60982	2.3179	0.72755	7.11889	-4.79341	7.2	-4.85	1.00098	-2.00196	3.31727
7.31671	-4.80913	-2.63715	2.31823	0.689392	7.25883	-4.94719	7.25	-4.95	1.00097	-2.00194	1.32347
7.39288	-4.92006	-2.58433	2.3365	0.665467	7.28536	-5.09276	7.3	-5.1	0.90969	-2.72906	1.5654
7.45076	-5.07938	-2.61156	2.31879	0.608912	7.33925	-5.24908	7.35	-5.25	0.909677	-2.72904	2.48595
7.56011	-5.21295	-2.78167	2.34622	0.614697	7.33914	-5.30864	7.45	-5.4	1.99976	-2.99964	7.82611
7.62389	-5.37073	-2.81381	2.3259	0.561416	7.5499	-5.55354	7.55	-5.55	1.99976	-2.99964	2.33205
7.68349	-5.46743	-2.69022	2.33028	0.530363	7.59167	-5.64447	7.6	-5.65	1.00038	-2.00076	4.8654
7.74124	-5.60937	-2.70563	2.31309	0.485234	7.64483	-5.73357	7.65	-5.75	1.00037	-2.00074	1.50553
7.84307	-5.73761	-2.76948	2.3317	0.479983	7.6402	-5.81769	7.75	-5.9	1.81659	-2.7249	1.63999
7.91512	-5.90024	-2.79358	2.31127	0.431667	7.84396	-6.051	7.85	-6.05	1.81659	-2.7249	1.70451
7.97384	-5.99875	-2.62041	2.31099	0.399216	7.91394	-6.15143	7.9	-6.15	0.909251	-1.81851	7.86519
8.03657	-6.14832	-2.63399	2.29087	0.356268	7.95018	-6.25957	7.95	-6.25	0.909247	-1.81849	1.23739
8.132	-6.26649	-2.65317	2.30507	0.351325	8.10134	-6.38026	8.05	-6.35	1.81576	-1.81577	0.20692
8.21	-6.39844	-2.66001	2.30062	0.327195	8.15891	-6.45832	8.15	-6.45	1.81577	-1.81577	0.387929
8.32303	-6.52556	-2.74366	2.31902	0.330464	8.3424	-6.65648	8.25	-6.6	1.8218	-2.73269	1.52552
8.3987	-6.66765	-2.75269	2.30561	0.298507	8.33273	-6.74641	8.35	-6.75	1.8218	-2.73269	0.664826
8.48448	-6.78176	-2.70218	2.30999	0.284151	8.46635	-6.96022	8.4	-6.9	0.907987	-2.72401	1.08726
8.5444	-6.93615	-2.71203	2.2807	0.238667	8.44383	-7.03914	8.45	-7.05	0.907988	-2.72398	1.31169
8.62886	-7.05729	-2.69427	2.28135	0.225074	8.53661	-7.23635	8.5	-7.2	0.910054	-2.73014	0.512753
8.67496	-7.22848	-2.71096	2.23628	0.167	8.55761	-7.36836	8.55	-7.35	0.910046	-2.73012	2.11886
8.7585	-7.34609	-2.73503	2.23949	0.162706	8.70486	-7.48959	8.65	-7.45	1.99827	-1.99828	0.304502
8.8176	-7.48291	-2.74444	2.21868	0.133406	8.7565	-7.55536	8.75	-7.55	1.99828	-1.99828	0.566271
8.89575	-7.60567	-2.72489	2.21648	0.122786	8.74707	-7.66927	8.8	-7.7	0.909061	-2.72717	0.326496
8.94683	-7.76498	-2.73563	2.18212	0.0811683	8.85031	-7.85391	8.85	-7.85	0.909053	-2.72715	1.09259
9.01786	-7.88972	-2.70552	2.17538	0.0680522	8.88546	-7.96913	8.9	-8	0.908945	-2.72688	0.429019
9.0572	-8.05876	-2.72149	2.13156	0.0200278	8.95085	-8.16397	8.95	-8.15	0.908953	-2.72687	1.42824
9.12625	-8.18638	-2.70242	2.1249	0.0108622	9.03618	-8.239	9.05	-8.25	1.82026	-1.82027	0.1826
9.18944	-8.32457	-2.70552	2.11153	-0.00319935	9.15149	-8.34807	9.15	-8.35	1.82025	-1.82026	0.126107
9.27105	-8.45041	-2.77602	2.1192	0.00988888	9.14011	-8.44049	9.2	-8.5	0.999884	-2.99963	1.56378
9.31147	-8.59568	-2.78507	2.08933	-0.020663	9.22902	-8.65053	9.25	-8.65	0.999874	-2.9996	0.618061
9.37669	-8.71931	-2.79517	2.08604	-0.0219278	9.23666	-8.722	9.3	-8.8	0.999284	-2.99783	0.231248
9.4188	-8.87168	-2.81386	2.05613	-0.0509081	9.36398	-8.95164	9.35	-8.95	0.999284	-2.99784	0.592188
9.45474	-8.99798	-2.68826	2.025	-0.090672	9.47823	-9.13791	9.4	-9.05	0.909209	-1.81844	5.13297
9.49798	-9.14289	-2.6901	2.00246	-0.108341	9.43696	-9.1575	9.45	-9.15	0.90921	-1.81843	0.239757
9.55382	-9.27746	-2.68701	1.99306	-0.111853	9.44585	-9.27158	9.5	-9.3	0.908483	-2.72543	0.11116
9.5931	-9.4268	-2.69332	1.96867	-0.130067	9.53884	-9.45193	9.55	-9.45	0.908475	-2.72542	0.224901
9.65527	-9.57007	-2.71573	1.96389	-0.126116	9.6872	-9.68187	9.6	-9.6	0.909756	-2.72927	0.210668
9.69857	-9.72197	-2.72683	1.94364	-0.1393	9.67284	-9.75791	9.65	-9.75	0.909739	-2.72923	0.12449
9.7692	-9.86608	-2.80127	1.95054	-0.118929	9.86489	-10.0711	9.7	-9.9	0.998626	-2.99586	1.69184
9.7994	-10.0127	-2.81234	1.92561	-0.137751	9.74713	-10.0467	9.75	-10.05	0.998616	-2.99584	0.246814
9.81527	-10.1433	-2.69704	1.88652	-0.182221	9.75497	-10.1932	9.75	-10.2	0	-2.72857	4.14612
9.82693	-10.31	-2.71624	1.84691	-0.211514	9.74697	-10.3629	9.75	-10.35	0	-2.72854	0.588177
9.87082	-10.4567	-2.74141	1.84062	-0.202587	9.77249	-10.4428	9.8	-10.5	0.909773	-2.7293	0.32772
9.89493	-10.615	-2.75344	1.81593	-0.215915	9.86261	-10.6462	9.85	-10.65	0.909773	-2.7293	0.129525
9.90122	-10.7523	-2.67134	1.77599	-0.255678	9.86786	-10.8223	9.85	-10.8	0	-2.72846	2.41012
9.90558	-10.9118	-2.68543	1.74184	-0.275379	9.8455	-10.9408	9.85	-10.95	0	-2.72844	0.283091
9.91764	-11.0553	-2.66265	1.71558	-0.290283	9.84594	-11.0973	9.85	-11.1	0	-2.72748	0.252154
9.90841	-11.2176	-2.68015	1.67637	-0.31293	9.83549	-11.2481	9.85	-11.25	0	-2.72745	0.395345
9.92724	-11.3578	-2.70443	1.66651	-0.303634	9.8926	-11.4631	9.85	-11.4	0	-2.9967	0.228885
9.91708	-11.5128	-2.72972	1.63252	-0.321763	9.87136	-11.5692	9.85	-11.55	0	-2.99671	0.329947
9.89334	-11.6538	-2.65666	1.57898	-0.373543	9.89882	-11.7746	9.8	-11.7	-0.909227	-2.72768	2.97794
9.85233	-11.8222	-2.68598	1.52742	-0.403502	9.74749	-11.8623	9.75	-11.85	-0.909218	-2.72765	0.789287
9.81249	-11.9607	-2.6274	1.46939	-0.454498	9.75738	-12.0161	9.7	-12	-0.908714	-2.72613	2.14643
9.75717	-12.1227	-2.65589	1.41594	-0.481687	9.65408	-12.1513	9.65	-12.15	-0.908706	-2.7261	0.710008
9.67915	-12.2487	-2.56902	1.32663	-0.57142	9.60373	-12.2428	9.6	-12.25	-0.909639	-1.81931	5.65327
9.61999	-12.3812	-2.56794	1.28008	-0.586076	9.54006	-12.3354	9.55	-12.35	-0.90964	-1.8193	0.465114
9.49772	-12.4855	-2.46189	1.15023	-0.725359	9.38815	-12.3607	9.45	-12.45	-1.81824	-1.81825	12.1512
9.42167	-12.5992	-2.4558	1.09797	-0.737405	9.35049	-12.5377	9.35	-12.55	-1.81823	-1.81823	0.473827
9.29062	-12.702	-2.40771	0.966526	-0.868807	9.33568	-12.8372	9.2	-12.65	-2.72578	-1.81718	10.0002
9.17526	-12.8068	-2.42424	0.893663	-0.891979	9.04708	-12.7528	9.05	-12.75	-2.72576	-1.81717	1.07835
9.06839	-12.8998	-2.41927	0.818385	-0.92811	8.97697	-12.8161	8.95	-12.85	-1.8192	-1.81921	0.715538
8.94751	-12.9903	-2.43367	0.749138	-0.944563	8.84904	-12.9423	8.85	-12.95	-1.81921	-1.81921	0.662644
8.82699	-13.0684	-2.43491	0.672981	-0.976415	8.64934	-12.9537	8.7	-13.05	-2.72781	-1.81854	0.821618
8.67999	-13.156	-2.4806	0.598067	-0.993606	8.5479	-13.1496	8.55	-13.15	-2.7278	-1.81853	1.0114
8.4685	-13.1895	-2.54253	0.404713	-1.1936	8.43462	-13.263	8.4	-13.15	-2.72644	0	19.087
8.32388	-13.2265	-2.54249	0.326019	-1.20576	8.26001	-13.1483	8.25	-13.15	-2.72641	0	0.541687
8.14991	-13.2389	-2.61449	0.195509	-1.30654	8.10139	-13.1447	8.1	-13.15	-3.00083	0	5.11461
8.00948	-13.2445	-2.61369	0.117589	-1.31823	7.95138	-13.1593	7.95	-13.15	-3.00084	0	0.561761
7.89639	-13.2711	-2.54956	0.0848081	-1.25894	7.85182	-13.2702	7.8	-13.2	-2.72553	-0.908516	2.23085
7.73242	-13.2797	-2.58429	0.00948334	-1.26134	7.64076	-13.2654	7.65	-13.25	-2.72554	-0.908516	0.479748
7.55255	-13.2514	-2.6793	-0.110484	-1.3372	7.51359	-13.2891	7.5	-13.2	-2.72544	0.908483	4.30392
7.39967	-13.2154	-2.68196	-0.194759	-1.34689	7.35762	-13.1417	7.35	-13.15	-2.72544	0.908483	0.381124
7.28013	-13.2008	-2.60101	-0.237197	-1.29756	7.19553	-13.2012	7.2	-13.15	-2.73035	0	2.39088
7.12376	-13.165	-2.63081	-0.307554	-1.29389	7.05296	-13.1563	7.05	-13.15	-2.73035	0	0.285048
6.99659	-13.1309	-2.58898	-0.36132	-1.26729	6.87644	-13.2105	6.85	-13.15	-3.63616	0	0.812233
6.82015	-13.0967	-2.65993	-0.413497	-1.24446	6.672	-13.1364	6.65	-13.15	-3.63617	0	1.37987
6.73243	-13.09	-2.44338	-0.418017	-1.14222	6.53838	-13.1322	6.55	-13.15	-1.81656	0	14.7434
6.5728	-13.0637	-2.49802	-0.452458	-1.11103	6.46904	-13.1587	6.45	-13.15	-1.81657	0	1.19269
6.44961	-13.0083	-2.47878	-0.503617	-1.09541	6.22921	-13.0167	6.3	-13.1	-2.73109	0.910352	0.586727
6.28656	-12.9667	-2.53859	-0.534105	-1.06322	6.15723	-13.0319	6.15	-13.05	-2.73109	0.91036	1.27629
6.13968	-12.8597	-2.67609	-0.62099	-1.1098	5.95573	-12.8757	6	-12.95	-2.72331	1.81553	4.79979
5.97836	-12.794	-2.72827	-0.653109	-1.07903	5.85711	-12.8423	5.85	-12.85	-2.72331	1.81554	1.04587
5.87161	-12.7312	-2.6363	-0.686838	-1.04142	5.73901	-12.8863	5.7	-12.8	-2.72842	0.909475	2.61364
5.70345	-12.672	-2.69454	-0.700175	-0.996206	5.5559	-12.7556	5.55	-12.75	-2.72839	0.909466	1.79651
5.57964	-12.5693	-2.74436	-0.756167	-1.00275	5.41889	-12.699	5.4	-12.65	-2.731	1.82067	0.761853
5.40676	-12.494	-2.80664	-0.765434	-0.955516	5.23681	-12.5467	5.25	-12.55	-2.731	1.82066	1.97956
5.29539	-12.3975	-2.78246	-0.807062	-0.941535	5.16911	-12.5003	5.15	-12.45	-1.81821	1.8182	0.377709
5.1501	-12.3073	-2.81541	-0.826995	-0.909226	5.04959	-12.3548	5.05	-12.35	-1.8182	1.8182	0.786718
5.05655	-12.2155	-2.78848	-0.863105	-0.897598	4.99996	-12.3538	4.95	-12.25	-1.99957	1.99957	0.375805
4.9402	-12.1203	-2.80955	-0.887775	-0.876961	4.86969	-12.1416	4.85	-12.15	-1.99954	1.99955	0.341299
4.86655	-12.0383	-2.69491	-0.916963	-0.852438	4.83937	-12.0439	4.8	-12.05	-0.999954	1.99993	3.38785
4.78314	-11.9317	-2.69751	-0.956765	-0.849555	4.77326	-11.9345	4.75	-11.95	-0.999959	1.99992	0.00660434
4.6831	-11.7828	-2.85495	-1.0096	-0.869044	4.5839	-11.6711	4.65	-11.8	-2.0002	3.00031	5.84939
4.59341	-11.6598	-2.87136	-1.04429	-0.859532	4.54148	-11.6336	4.55	-11.65	-2.0002	3.0003	0.18964
4.5489	-11.5675	-2.70825	-1.08333	-0.848434	4.53697	-11.5591	4.55	-11.55	0	1.99749	6.57077
4.50463	-11.4447	-2.69645	-1.13647	-0.859694	4.55238	-11.4548	4.55	-11.45	0	1.99746	0.140019
4.40784	-11.266	-2.91821	-1.17758	-0.856762	4.47604	-11.2089	4.5	-11.25	-0.90916	3.63662	11.4579
4.38249	-11.0999	-2.91325	-1.2513	-0.883879	4.45629	-11.0538	4.45	-11.05	-0.909152	3.63659	0.477769
4.40005	-10.9843	-2.65366	-1.33604	-0.924563	4.39651	-10.8822	4.45	-10.95	0	1.81807	15.6677
4.39305	-10.8415	-2.64088	-1.40222	-0.940759	4.45899	-10.8664	4.45	-10.85	0	1.81808	0.288371
4.38196	-10.7027	-2.62324	-1.45974	-0.947552	4.493	-10.7885	4.45	-10.7	0	2.72865	0.246516
4.38919	-10.5552	-2.62119	-1.5262	-0.962237	4.44058	-10.5544	4.45	-10.55	0	2.72864	0.161789
4.39236	-10.411	-2.61566	-1.58395	-0.96759	4.44399	-10.3941	4.45	-10.4	0	2.72392	0.0390559
4.41043	-10.262	-2.62066	-1.64695	-0.977206	4.44086	-10.2469	4.45	-10.25	0	2.72391	0.0715799
4.43409	-10.1221	-2.61084	-1.70756	-0.985215	4.53204	-10.1814	4.5	-10.1	0.909624	2.72885	0.16214
4.48241	-9.97133	-2.62446	-1.78072	-1.00379	4.54793	-9.94716	4.55	-9.95	0.909615	2.72884	0.299472
4.52247	-9.82597	-2.63123	-1.84137	-1.00936	4.57622	-9.70975	4.6	-9.8	0.909111	2.72733	0.180763
4.58681	-9.67653	-2.65246	-1.91296	-1.02453	4.64364	-9.63888	4.65	-9.65	0.909107	2.72732	0.280848
4.64635	-9.5401	-2.65718	-1.97354	-1.02816	4.76627	-9.54952	4.75	-9.5	1.81921	2.7288	0.15601
4.73808	-9.39697	-2.68573	-2.051	-1.04764	4.82761	-9.37054	4.85	-9.35	1.81921	2.7288	0.522175
4.77617	-9.25263	-2.72363	-2.06253	-0.982313	4.89701	-9.18082	4.9	-9.2	0.908739	2.72622	2.45771
4.87478	-9.1054	-2.76351	-2.13058	-0.994145	4.94177	-9.04086	4.95	-9.05	0.908743	2.72623	0.50719
